yearbuilt,finsqft,cooling,bedroom,fullbath,halfbath,lotsize,totalvalue,esdistrict,msdistrict,hsdistrict,censustract,age,condition,fp
1979,1116,Central Air,3,2,0,0.417,229100,Crozet,Henley,Western Albemarle,111,40,Good,1
1977,1073,Central Air,3,1,1,2,244700,Red Hill,Walton,Monticello,114,42,Good,0
1999,2082,Central Air,3,2,1,4.98,402200,Red Hill,Walton,Monticello,113.01,20,Good,1
1984,2422,Central Air,3,2,1,3.648,576800,Broadus Wood,Jouett,Albemarle,102.02,35,Good,1
1975,1288,Central Air,4,2,0,1,259200,Crozet,Henley,Western Albemarle,111,44,Good,0
1991,2138,Central Air,4,2,1,0.247,394900,Baker-Butler,Sutherland,Albemarle,103,28,Good,1
1930,1393,Central Air,4,1,0,6,196100,Brownsville,Henley,Western Albemarle,112.01,89,Good,0
1997,1482,Central Air,3,2,0,4,315900,Murray,Henley,Western Albemarle,110,22,Good,1
1963,1215,Central Air,2,2,0,3.04,501800,Hollymead,Sutherland,Albemarle,103,56,Good,1
1985,2245,Central Air,2,2,1,5,455500,Red Hill,Walton,Monticello,112.01,34,Good,0
1992,1624,Central Air,4,3,1,0.239,385600,Cale,Burley,Monticello,112.02,27,Good,1
1800,1200,No Central Air,2,1,0,3.884,319500,Broadus Wood,Jouett,Albemarle,102.02,219,Good,1
1994,2121,Central Air,3,2,1,0.242,313900,Hollymead,Sutherland,Albemarle,103,25,Good,1
1980,1176,Central Air,3,3,0,0.2626,256900,Greer,Jouett,Albemarle,107,39,Good,1
1996,2516,Central Air,4,2,1,0.251,445800,Agnor-Hurt,Burley,Albemarle,106.02,23,Good,1
1979,1410,Central Air,3,2,0,0,325100,Hollymead,Sutherland,Albemarle,103,40,Good,1
1984,2324,Central Air,4,2,1,0,356900,Hollymead,Sutherland,Albemarle,103,35,Good,1
1906,2614,Central Air,3,2,1,0.615,572600,Crozet,Henley,Western Albemarle,111,113,Good,0
1998,1444,Central Air,3,2,1,0.128,292800,Baker-Butler,Sutherland,Albemarle,103,21,Good,1
1994,3107,Central Air,5,4,1,0.635,694500,Stone-Robinson,Burley,Monticello,104.02,25,Good,1
1997,2123,Central Air,2,2,0,0.27,415600,Stone-Robinson,Burley,Monticello,104.02,22,Good,1
1978,1440,Central Air,3,2,1,0.2533,302200,Woodbrook,Jouett,Albemarle,106.01,41,Good,1
1978,2832,Central Air,4,3,1,2.763,537000,Murray,Henley,Western Albemarle,110,41,Good,1
1870,3090,Central Air,3,2,1,169.36,754500,Meriwether Lewis,Henley,Western Albemarle,101,149,Good,1
1986,3220,Central Air,4,3,1,2.08,647400,Meriwether Lewis,Henley,Western Albemarle,110,33,Good,1
1933,2048,No Central Air,3,2,1,0.251,226100,Scottsville,Walton,Monticello,114,86,Good,1
1993,2086,Central Air,2,2,0,0.164,418900,Stone-Robinson,Burley,Monticello,104.02,26,Good,1
1990,4106,Central Air,4,3,1,6.677,799000,Broadus Wood,Jouett,Albemarle,102.02,29,Good,1
1974,1537,Central Air,4,3,0,0,422400,Meriwether Lewis,Henley,Western Albemarle,110,45,Good,1
1994,4113,Central Air,3,4,1,4.65,908100,Stone-Robinson,Burley,Monticello,104.01,25,Good,1
1997,2238,Central Air,3,3,0,0.172,418300,Stone-Robinson,Burley,Monticello,104.02,22,Good,1
1994,5085,Central Air,6,5,2,5.88,1357400,Meriwether Lewis,Henley,Western Albemarle,102.02,25,Good,1
1995,1144,Central Air,3,2,0,0.665,252200,Brownsville,Henley,Western Albemarle,111,24,Good,0
1996,1160,Central Air,3,3,0,3.39,318900,Brownsville,Henley,Western Albemarle,112.01,23,Good,0
1993,2480,Central Air,4,3,1,1.81,402400,Stone-Robinson,Burley,Monticello,104.02,26,Good,1
1990,1856,Central Air,3,2,1,4.01,390900,Stony Point,Burley,Monticello,105,29,Good,1
1990,2009,Central Air,3,2,1,2.62,359200,Broadus Wood,Jouett,Albemarle,102.01,29,Good,1
1996,1735,Central Air,3,3,0,2.001,458900,Broadus Wood,Jouett,Albemarle,101,23,Good,1
1965,1212,Central Air,4,1,1,0.64,294100,Crozet,Henley,Western Albemarle,111,54,Good,1
1988,2639,Central Air,3,3,1,2.25,667200,Meriwether Lewis,Henley,Western Albemarle,110,31,Good,1
1810,5094,No Central Air,6,5,1,76.917,1249500,Cale,Walton,Monticello,113.01,209,Good,1
1995,1967,Central Air,3,2,1,0.295,394400,Hollymead,Sutherland,Albemarle,103,24,Good,1
1986,1802,Central Air,3,2,1,0.159,259000,Woodbrook,Jouett,Albemarle,107,33,Good,1
1964,2325,Central Air,3,3,1,1.852,430600,Stony Point,Burley,Monticello,105,55,Good,1
1983,1263,Central Air,2,1,0,0.197,228200,Woodbrook,Jouett,Albemarle,107,36,Good,0
1968,2192,No Central Air,5,3,0,18.674,580000,Meriwether Lewis,Henley,Western Albemarle,101,51,Good,1
1998,2804,Central Air,5,3,1,0.311,588600,Hollymead,Sutherland,Albemarle,103,21,Good,1
1969,1407,Central Air,3,2,2,0,236100,Greer,Jouett,Albemarle,108,50,Good,0
1875,5180,Central Air,6,6,0,25.91,2016100,Red Hill,Walton,Monticello,112.02,144,Good,1
1974,2428,Central Air,4,2,1,0.326,365100,Woodbrook,Jouett,Albemarle,106.01,45,Good,1
1980,2890,Central Air,4,3,1,8.046,736200,Meriwether Lewis,Henley,Western Albemarle,102.02,39,Good,1
1981,1230,Central Air,3,1,1,0.123,178000,Baker-Butler,Sutherland,Albemarle,102.01,38,Good,1
1931,6183,Central Air,5,4,2,6.957,2302100,Woodbrook,Jouett,Albemarle,106.01,88,Good,1
1986,1918,Central Air,3,2,1,3.231,390500,Brownsville,Henley,Western Albemarle,112.01,33,Good,1
1995,2880,Central Air,4,4,2,0.709,610700,Stone-Robinson,Burley,Monticello,104.02,24,Good,1
1997,3108,Central Air,5,4,1,0.765,743800,Stone-Robinson,Burley,Monticello,104.02,22,Good,1
1754,918,Central Air,2,1,0,32.182,595200,Red Hill,Walton,Monticello,112.01,265,Good,1
1975,1632,Central Air,4,3,1,0,398800,Hollymead,Sutherland,Albemarle,103,44,Good,1
1975,936,Central Air,2,1,0,2.034,198200,Broadus Wood,Jouett,Albemarle,102.01,44,Good,1
1990,2016,Central Air,4,3,1,0.78,384300,Woodbrook,Jouett,Albemarle,106.01,29,Good,1
1983,1960,Central Air,3,3,1,1.675,464200,Meriwether Lewis,Henley,Western Albemarle,110,36,Good,1
1949,1535,Central Air,3,1,0,2.465,196300,Stone-Robinson,Burley,Monticello,104.01,70,Good,1
1981,1480,Central Air,3,2,0,0,337100,Hollymead,Sutherland,Albemarle,103,38,Good,1
1998,2725,Central Air,5,3,1,3.54,578000,Stone-Robinson,Burley,Monticello,104.02,21,Good,1
1964,1920,Central Air,4,2,0,0.727,316500,Crozet,Henley,Western Albemarle,111,55,Good,0
1977,3463,Central Air,3,4,1,3,812500,Meriwether Lewis,Henley,Western Albemarle,110,42,Good,1
1995,4423,Central Air,3,3,1,5.508,1188900,Murray,Henley,Western Albemarle,112.02,24,Good,1
1979,1113,Central Air,4,3,0,0.2731,284400,Greer,Jouett,Albemarle,107,40,Good,1
1968,1926,Central Air,3,3,0,2.069,336400,Broadus Wood,Jouett,Albemarle,102.02,51,Good,1
1989,2080,Central Air,4,2,1,0.251,344000,Baker-Butler,Sutherland,Albemarle,103,30,Good,1
1991,960,No Central Air,3,2,0,2,203100,Cale,Walton,Monticello,113.01,28,Good,1
1922,6488,Central Air,3,4,2,1.86,1972200,Murray,Henley,Western Albemarle,110,97,Good,1
1995,3072,Central Air,4,3,2,0.559,593800,Stone-Robinson,Burley,Monticello,104.02,24,Good,1
1999,2281,Central Air,4,2,1,0.256,356900,Baker-Butler,Sutherland,Albemarle,103,20,Good,1
1969,1518,Central Air,2,2,1,0,665200,Murray,Henley,Western Albemarle,110,50,Good,1
1969,1878,Central Air,2,2,1,0,759600,Murray,Henley,Western Albemarle,110,50,Good,1
1754,1848,No Central Air,2,3,0,2.25,249900,Stony Point,Sutherland,Albemarle,104.01,265,Good,0
1981,1214,Central Air,1,2,0,48.78,321700,Red Hill,Walton,Monticello,112.02,38,Good,1
1983,1552,Central Air,3,2,0,0.2574,287000,Greer,Jouett,Albemarle,107,36,Good,1
1994,3515,Central Air,4,3,1,0.535,674700,Stone-Robinson,Burley,Monticello,104.02,25,Good,1
1985,2953,Central Air,4,3,1,13.54,857200,Broadus Wood,Jouett,Albemarle,102.02,34,Good,1
1994,1796,Central Air,3,3,1,0.26,373700,Cale,Walton,Monticello,113.01,25,Good,1
1986,2606,Central Air,4,3,1,0.521,459100,Woodbrook,Jouett,Albemarle,106.01,33,Good,1
1989,5364,Central Air,4,4,1,4.04,3040900,Murray,Henley,Western Albemarle,110,30,Good,1
1999,2952,Central Air,4,2,1,0.364,464600,Brownsville,Henley,Western Albemarle,111,20,Good,1
1992,1984,Central Air,4,3,1,4.831,425200,Scottsville,Walton,Monticello,114,27,Good,1
1997,1560,Central Air,3,2,1,0.137,315400,Baker-Butler,Sutherland,Albemarle,103,22,Good,1
1977,2124,Central Air,4,4,0,1.809,501000,Meriwether Lewis,Henley,Western Albemarle,110,42,Good,1
1950,6602,Central Air,4,8,2,2.7,2976200,Murray,Henley,Western Albemarle,110,69,Good,1
1996,2938,Central Air,3,3,0,270.487,898400,Red Hill,Walton,Monticello,114,23,Good,1
1993,1840,Central Air,4,2,1,0.254,380900,Baker-Butler,Sutherland,Albemarle,103,26,Good,1
1988,2160,Central Air,3,3,0,5.714,503300,Meriwether Lewis,Henley,Western Albemarle,101,31,Good,1
1999,2109,Central Air,4,2,1,0.247,428200,Hollymead,Sutherland,Albemarle,103,20,Good,1
1993,2408,Central Air,5,2,0,0.288,232200,Crozet,Henley,Western Albemarle,111,26,Good,0
1989,1383,Central Air,3,2,0,0,210800,Agnor-Hurt,Burley,Albemarle,106.02,30,Good,1
1800,5647,Central Air,5,4,1,100,1421700,Scottsville,Walton,Monticello,113.01,219,Good,1
1978,910,Central Air,3,2,0,8,277200,Stony Point,Burley,Monticello,104.01,41,Good,0
1983,1428,Central Air,2,2,1,0,226500,Greer,Jouett,Albemarle,107,36,Good,1
1999,4203,Central Air,4,4,0,0.789,703100,Stone-Robinson,Burley,Monticello,104.02,20,Good,1
1997,3004,Central Air,5,4,1,0.173,507600,Stone-Robinson,Burley,Monticello,104.02,22,Good,1
1998,2425,Central Air,4,3,0,0.329,471500,Hollymead,Sutherland,Albemarle,103,21,Good,1
1987,2011,Central Air,3,3,1,5,505400,Brownsville,Henley,Western Albemarle,111,32,Good,1
1987,2104,Central Air,3,2,1,3.64,533500,Stony Point,Sutherland,Albemarle,104.01,32,Good,1
1962,1040,Central Air,3,2,0,0.49,238500,Crozet,Henley,Western Albemarle,111,57,Good,1
1984,1111,Central Air,3,2,1,4.71,259400,Broadus Wood,Jouett,Albemarle,102.01,35,Good,1
1985,1624,No Central Air,3,2,1,17.245,869800,Crozet,Henley,Western Albemarle,101,34,Good,1
1982,1932,Central Air,3,2,1,6,280800,Red Hill,Walton,Monticello,112.02,37,Good,0
1958,2138,Central Air,4,2,2,0,392200,Greer,Jouett,Albemarle,108,61,Good,1
1999,1500,Central Air,4,3,0,3.041,243200,Scottsville,Walton,Monticello,114,20,Good,0
1989,2068,Central Air,3,3,0,4.201,425200,Baker-Butler,Sutherland,Albemarle,102.01,30,Good,1
1981,2254,Central Air,4,3,0,2.228,537600,Meriwether Lewis,Henley,Western Albemarle,102.02,38,Good,1
1997,985,No Central Air,3,1,0,1,195500,Murray,Henley,Western Albemarle,110,22,Good,0
1987,2238,Central Air,4,2,1,5,411300,Baker-Butler,Sutherland,Albemarle,104.01,32,Good,1
1992,1951,Central Air,3,3,0,0,419000,Broadus Wood,Jouett,Albemarle,102.01,27,Good,1
1983,880,Central Air,2,1,0,0,206600,Agnor-Hurt,Burley,Albemarle,106.02,36,Good,1
1994,3145,Central Air,5,3,1,0.397,568000,Stone-Robinson,Burley,Monticello,104.02,25,Good,1
1952,4952,Central Air,3,4,1,4.174,1065500,Meriwether Lewis,Henley,Western Albemarle,102.02,67,Good,1
1997,2080,Central Air,4,2,1,0.407,364600,Hollymead,Sutherland,Albemarle,103,22,Good,1
1990,2098,Central Air,4,2,1,0.27,392500,Baker-Butler,Sutherland,Albemarle,103,29,Good,1
1992,1911,Central Air,4,2,1,0.227,350500,Baker-Butler,Sutherland,Albemarle,103,27,Good,1
1992,2219,Central Air,4,2,1,0.286,402100,Baker-Butler,Sutherland,Albemarle,103,27,Good,1
1979,2114,Central Air,3,2,0,2,243600,Scottsville,Walton,Monticello,114,40,Good,0
1983,1329,Central Air,3,2,0,0,286400,Hollymead,Sutherland,Albemarle,103,36,Good,1
1988,1040,Central Air,3,3,0,0.542,241900,Crozet,Henley,Western Albemarle,111,31,Good,0
1986,2800,Central Air,3,3,0,5.01,479700,Stone-Robinson,Burley,Monticello,104.02,33,Good,1
1989,1792,Central Air,4,2,1,0.355,345900,Baker-Butler,Sutherland,Albemarle,103,30,Good,1
1972,2184,Central Air,5,3,0,0.98,400100,Brownsville,Henley,Western Albemarle,112.01,47,Good,1
1994,1326,Central Air,3,2,1,2.49,319700,Brownsville,Henley,Western Albemarle,112.01,25,Good,0
1992,2384,Central Air,3,2,1,3.594,355300,Stony Point,Sutherland,Albemarle,104.01,27,Good,1
1996,2086,Central Air,2,2,0,0.176,416900,Stone-Robinson,Burley,Monticello,104.02,23,Good,1
1984,2475,Central Air,2,2,1,2.107,702300,Meriwether Lewis,Henley,Western Albemarle,102.02,35,Good,1
1983,2714,Central Air,4,3,1,0,854700,Murray,Henley,Western Albemarle,110,36,Good,1
1982,2556,Central Air,4,3,0,0,917600,Murray,Henley,Western Albemarle,110,37,Good,1
1993,1582,Central Air,3,2,0,0.277,389500,Baker-Butler,Sutherland,Albemarle,103,26,Good,1
1978,2111,Central Air,3,2,1,1.379,388300,Broadus Wood,Jouett,Albemarle,102.02,41,Good,1
1977,2608,Central Air,4,3,1,0.551,366300,Stony Point,Burley,Monticello,105,42,Good,1
1972,1368,Central Air,5,3,0,1.068,283100,Stone-Robinson,Burley,Monticello,104.02,47,Good,1
1983,1065,Central Air,3,2,0,0.098,211000,Baker-Butler,Sutherland,Albemarle,102.01,36,Good,1
1999,2318,Central Air,4,2,1,0.456,415300,Hollymead,Sutherland,Albemarle,103,20,Good,1
1988,1265,Central Air,3,2,0,0.367,247800,Crozet,Henley,Western Albemarle,111,31,Good,1
1997,2000,Central Air,4,2,1,0.193,334500,Baker-Butler,Sutherland,Albemarle,103,22,Good,1
1985,1319,Central Air,3,2,2,0.134,309300,Agnor-Hurt,Burley,Albemarle,106.02,34,Good,1
1999,3084,Central Air,3,3,1,16.34,974300,Meriwether Lewis,Henley,Western Albemarle,101,20,Good,1
1990,1760,Central Air,4,2,1,0.216,323400,Baker-Butler,Sutherland,Albemarle,103,29,Good,1
1978,2121,Central Air,4,3,0,2.17,320300,Broadus Wood,Jouett,Albemarle,102.01,41,Good,1
1980,1037,Central Air,4,2,0,1.166,210400,Stone-Robinson,Walton,Monticello,104.02,39,Good,0
1998,2941,Central Air,4,4,0,20.61,1041500,Broadus Wood,Jouett,Albemarle,102.02,21,Good,1
1973,1300,Central Air,3,1,1,0,179200,Cale,Burley,Monticello,113.02,46,Good,0
1915,1828,Central Air,4,2,0,2.08,270300,Broadus Wood,Jouett,Albemarle,102.01,104,Good,0
1920,3854,Central Air,4,2,1,5.846,536800,Murray,Henley,Western Albemarle,112.01,99,Good,1
1966,1934,Central Air,4,3,1,0.96,530500,Greer,Jouett,Albemarle,108,53,Good,1
1996,2777,Central Air,5,3,1,0.304,508300,Hollymead,Sutherland,Albemarle,103,23,Good,1
1997,1974,Central Air,2,2,0,19.1,615900,Murray,Henley,Western Albemarle,110,22,Good,0
1982,2032,Central Air,4,3,0,0.4439,337500,Greer,Jouett,Albemarle,107,37,Good,1
1975,1230,Central Air,2,2,0,0,185800,Agnor-Hurt,Burley,Albemarle,106.02,44,Good,1
1790,2448,Central Air,4,2,1,0.238,282000,Scottsville,Walton,Monticello,114,229,Good,1
1984,1307,Central Air,2,2,2,0,233400,Greer,Jouett,Albemarle,108,35,Good,1
1984,2468,Central Air,3,2,1,2.008,577300,Greer,Jouett,Albemarle,108,35,Good,1
1959,1296,No Central Air,2,1,0,5.887,300800,Meriwether Lewis,Henley,Western Albemarle,101,60,Good,1
1974,1552,Central Air,3,2,0,2.34,281300,Murray,Henley,Western Albemarle,110,45,Good,0
1998,2795,Central Air,4,2,1,0.687,599200,Stone-Robinson,Burley,Monticello,104.02,21,Good,1
1978,1078,Central Air,4,2,1,2.019,221600,Broadus Wood,Jouett,Albemarle,101,41,Good,1
1990,2772,Central Air,4,4,0,9.365,855900,Murray,Henley,Western Albemarle,110,29,Good,1
1988,2492,Central Air,5,4,2,5.231,1050000,Meriwether Lewis,Henley,Western Albemarle,102.02,31,Good,1
1973,1502,Central Air,3,2,0,0,305100,Agnor-Hurt,Burley,Albemarle,107,46,Good,1
1997,1814,Central Air,3,2,0,2,262900,Baker-Butler,Sutherland,Albemarle,102.01,22,Good,1
1996,2017,Central Air,4,2,1,0.292,416600,Hollymead,Sutherland,Albemarle,103,23,Good,1
1820,2156,Central Air,2,1,1,27.79,923000,Murray,Henley,Western Albemarle,110,199,Good,1
1990,2748,Central Air,4,2,1,7.71,460400,Scottsville,Walton,Monticello,114,29,Good,1
1997,2215,Central Air,4,2,1,0.147,347300,Baker-Butler,Sutherland,Albemarle,103,22,Good,1
1987,3947,Central Air,6,2,1,3.74,812300,Meriwether Lewis,Henley,Western Albemarle,102.02,32,Good,1
1978,5318,Central Air,5,4,1,5.717,1322600,Scottsville,Walton,Monticello,113.01,41,Good,1
1995,3254,Central Air,4,4,0,0.547,655300,Stone-Robinson,Burley,Monticello,104.02,24,Good,1
1983,1293,Central Air,2,2,1,0,209500,Greer,Jouett,Albemarle,108,36,Good,1
1981,3588,Central Air,4,2,2,1.395,737100,Murray,Henley,Western Albemarle,110,38,Good,1
1998,2056,Central Air,5,3,1,6.14,660200,Brownsville,Henley,Western Albemarle,112.01,21,Good,1
1960,936,No Central Air,2,1,0,6.08,266800,Brownsville,Henley,Western Albemarle,112.01,59,Good,0
1997,3803,Central Air,3,2,1,2.03,800500,Greer,Jouett,Albemarle,108,22,Good,1
1998,2205,Central Air,4,2,1,0.176,410900,Hollymead,Sutherland,Albemarle,103,21,Good,1
1987,1992,Central Air,5,3,1,2.976,519500,Meriwether Lewis,Henley,Western Albemarle,110,32,Good,1
1998,2302,Central Air,4,4,0,0.22,476600,Stone-Robinson,Burley,Monticello,104.02,21,Good,1
1964,3141,Central Air,4,4,0,5.432,705000,Broadus Wood,Jouett,Albemarle,102.02,55,Good,1
1984,1970,Central Air,3,4,0,2.19,380200,Stone-Robinson,Burley,Monticello,104.02,35,Good,0
1970,2104,Central Air,3,3,0,7.688,444600,Red Hill,Walton,Monticello,114,49,Good,1
1991,1212,Central Air,3,2,0,0.336,302600,Cale,Walton,Monticello,113.01,28,Good,1
1920,1372,Central Air,2,1,0,2.42,208900,Red Hill,Walton,Monticello,112.02,99,Good,1
1984,2900,Central Air,4,3,0,8.209,744000,Meriwether Lewis,Henley,Western Albemarle,102.02,35,Good,1
1968,1344,Central Air,3,2,0,1.175,223200,Stone-Robinson,Walton,Monticello,104.02,51,Good,0
1925,1504,Central Air,3,2,0,0.61,133800,Meriwether Lewis,Henley,Western Albemarle,110,94,Good,0
1960,1009,Central Air,3,1,1,1.06,235000,Broadus Wood,Jouett,Albemarle,102.02,59,Good,0
1979,2408,Central Air,4,2,1,3.01,396400,Stone-Robinson,Burley,Monticello,104.02,40,Good,1
1989,1824,Central Air,4,2,1,0.299,327000,Baker-Butler,Sutherland,Albemarle,103,30,Good,1
1920,4020,Central Air,4,3,1,2,787200,Meriwether Lewis,Henley,Western Albemarle,110,99,Good,1
1989,1726,Central Air,4,2,2,0.265,353300,Baker-Butler,Sutherland,Albemarle,103,30,Good,1
1987,2296,Central Air,3,3,0,8.348,402700,Stony Point,Sutherland,Albemarle,104.01,32,Good,1
1998,3596,Central Air,5,3,2,21.05,1256000,Broadus Wood,Jouett,Albemarle,102.02,21,Good,1
1987,3843,Central Air,5,3,2,3.427,1318800,Murray,Henley,Western Albemarle,110,32,Good,1
1986,2411,Central Air,3,3,0,21.504,698500,Meriwether Lewis,Henley,Western Albemarle,101,33,Good,1
1987,2812,Central Air,4,3,1,3.36,664300,Greer,Jouett,Albemarle,108,32,Good,1
1965,1125,Central Air,3,1,1,0,212100,Crozet,Henley,Western Albemarle,111,54,Good,1
1968,2085,Central Air,5,3,0,0.4553,467800,Woodbrook,Jouett,Albemarle,106.01,51,Good,1
1995,2004,Central Air,4,2,1,0.261,404800,Hollymead,Sutherland,Albemarle,103,24,Good,1
1961,4049,Central Air,5,4,2,2.1,2081600,Murray,Henley,Western Albemarle,110,58,Good,1
1984,2226,Central Air,3,2,1,6.088,518700,Brownsville,Henley,Western Albemarle,112.01,35,Good,1
1983,1376,Central Air,3,4,0,1.483,387500,Broadus Wood,Jouett,Albemarle,102.01,36,Good,1
1980,1796,Central Air,4,3,0,2,332400,Broadus Wood,Jouett,Albemarle,102.02,39,Good,1
1964,2038,Central Air,4,2,1,0.3577,348700,Woodbrook,Jouett,Albemarle,106.01,55,Good,1
1999,2417,Central Air,4,3,1,0.332,439700,Brownsville,Henley,Western Albemarle,111,20,Good,1
1998,1573,Central Air,3,2,0,0.105,286300,Hollymead,Sutherland,Albemarle,103,21,Good,1
1998,2940,Central Air,4,2,1,0.566,571900,Stone-Robinson,Burley,Monticello,104.02,21,Good,1
1996,1734,Central Air,2,2,0,0.338,427800,Hollymead,Sutherland,Albemarle,103,23,Good,1
1995,2128,Central Air,2,2,1,0.282,438700,Stone-Robinson,Burley,Monticello,104.02,24,Good,1
1993,2054,Central Air,4,2,1,0.22,345100,Hollymead,Sutherland,Albemarle,103,26,Good,1
1986,2416,Central Air,3,3,0,2.231,236600,Scottsville,Walton,Monticello,114,33,Good,1
1971,984,Central Air,3,1,0,0,174100,Brownsville,Henley,Western Albemarle,112.01,48,Good,0
1978,2128,Central Air,4,2,1,2,229700,Scottsville,Walton,Monticello,114,41,Good,1
1970,1887,Central Air,3,2,2,2.025,294500,Scottsville,Walton,Monticello,114,49,Good,1
1986,1902,Central Air,3,3,1,2.513,367900,Stone-Robinson,Burley,Monticello,104.02,33,Good,1
2006,1596,Central Air,4,2,0,0.5,204300,Scottsville,Walton,Monticello,114,13,Good,0
1959,2085,Central Air,4,2,0,2.146,251300,Red Hill,Walton,Monticello,112.02,60,Good,1
1958,2635,Central Air,3,2,0,1.08,833100,Murray,Henley,Western Albemarle,110,61,Good,1
1973,1208,Central Air,3,2,0,0,282500,Baker-Butler,Sutherland,Albemarle,103,46,Good,1
2008,1698,Central Air,3,3,0,2.276,398200,Stony Point,Sutherland,Albemarle,104.01,11,Good,0
1987,1260,Central Air,2,3,1,0,250100,Cale,Walton,Monticello,113.03,32,Good,1
1969,1397,Central Air,3,2,1,0,256200,Greer,Jouett,Albemarle,108,50,Good,1
1994,1158,Central Air,2,1,0,0.203,304000,Cale,Walton,Monticello,113.01,25,Good,0
1991,1346,Central Air,3,2,1,2.249,226500,Red Hill,Walton,Monticello,114,28,Good,0
1995,2737,Central Air,3,3,1,83.018,724600,Stony Point,Sutherland,Albemarle,104.01,24,Good,1
1992,1838,Central Air,5,3,1,0.216,334100,Cale,Burley,Monticello,113.03,27,Good,1
1984,1875,Central Air,3,2,1,0.158,264300,Woodbrook,Jouett,Albemarle,107,35,Good,1
1979,1860,Central Air,2,2,0,4.662,406300,Stony Point,Sutherland,Albemarle,104.01,40,Good,1
1965,1815,Central Air,4,3,0,0,343800,Greer,Jouett,Albemarle,108,54,Good,1
1981,2490,Central Air,4,3,0,5,636000,Meriwether Lewis,Henley,Western Albemarle,102.02,38,Good,1
1986,1008,No Central Air,2,1,0,5.004,215600,Scottsville,Walton,Monticello,113.01,33,Good,1
1978,2853,Central Air,5,3,1,2.047,614900,Murray,Henley,Western Albemarle,110,41,Good,1
1993,2746,Central Air,4,3,1,0.422,559400,Stone-Robinson,Burley,Monticello,104.02,26,Good,1
1992,2420,Central Air,3,2,0,0.437,489800,Baker-Butler,Sutherland,Albemarle,103,27,Good,1
1986,1804,Central Air,3,2,0,0.294,377100,Woodbrook,Jouett,Albemarle,106.01,33,Good,1
1998,2416,Central Air,3,2,2,5.88,490200,Broadus Wood,Jouett,Albemarle,101,21,Good,1
1993,2526,Central Air,4,3,1,0.879,606700,Stone-Robinson,Burley,Monticello,104.02,26,Good,1
1962,1400,Central Air,3,1,1,0,234200,Crozet,Henley,Western Albemarle,111,57,Good,0
1990,1794,Central Air,2,2,0,1.742,273300,Brownsville,Henley,Western Albemarle,112.01,29,Good,0
1821,2982,Central Air,4,4,1,55.39,1367400,Red Hill,Walton,Monticello,113.01,198,Good,1
1996,1308,Central Air,4,3,0,2,241000,Stone-Robinson,Burley,Monticello,104.01,23,Good,1
