County,State,CKD_number,POP_total,Hypertension,Obesity,Heart_disease,Diabetes,Smoking,Food_Env_Index,Excessive_drinking,Unemployed,Median_household_income,POP_65,POP_Black,POP_White
KINNEY,Texas,1766,3057,21.43,40.4,11.6,18.8,17.9,4.9,19,5.5,50567,24.5,1.7,33.4
KLEBERG,Texas,123,23589,35.59,37.2,6.7,13.2,16.4,5.4,18,7.1,49226,13.5,3.1,19.6
KNOX,Texas,191,2688,27.78,35.4,9.7,15.1,19.8,7.5,20,4.7,45558,20.8,5.6,56.2
LAMAR,Texas,86,9500,37.91,39.9,10.1,17.1,20.7,6.6,18,5,48981,17.3,3.5,37.3
LAMB,Texas,2494,16537,25,36.4,8.7,13.5,18.8,7.3,21,4.8,64401,20.7,3.9,70.7
LAMPASAS,Texas,23101,6053,24.42,37.6,6.6,13.6,17.7,6.8,19,4.3,40549,13.7,1.3,11
LA SALLE,Texas,4227,37895,15.38,36.7,9.4,14.3,21.5,5.7,20,5.5,50787,18.9,13.1,72.5
LAVACA,Texas,1032,15359,26.62,35.4,9.5,14,20,7.9,21,4.5,54421,23.4,5.7,72.2
LEE,Texas,570,13394,35.48,36.3,9,14.3,21,7.7,21,4.3,59469,19.9,9.8,62.7
LEON,Texas,1654,13384,22.22,36,11,16,23.1,6.5,20,7.1,51582,24.4,6.5,74.8
LIBERTY,Texas,984,63455,27.36,40.1,7.8,13.3,22.5,7,20,9.2,57174,12.3,8.5,54.9
LIMESTONE,Texas,825,18252,27.5,41.1,10,15.7,21.7,6.6,20,6.2,50381,20.3,16.5,57.1
LIPSCOMB,Texas,920,2488,25,36.4,8.8,13.3,17.5,5,21,3.7,64249,19.5,1.1,59
LIVE OAK,Texas,154,9746,27.59,37.5,9.5,15.1,22.4,7,19,6.8,52910,21.6,4.4,51.7
LLANO,Texas,2413,18288,33.62,33.6,12.1,16,19,6.5,22,4.8,61037,36.8,1.1,84.2
LOVING,Texas,526,100,,38.2,7.2,11.4,15.6,4,24,0.9,100917,5.3,3.5,75.4
LUBBOCK,Texas,41,234124,25.75,32.2,6.4,11,16.9,7,20,4.5,57270,12.9,7.1,51.6
LYNN,Texas,230,4303,27.78,39.6,9.7,16.2,20.2,6.2,19,4.3,50374,15.9,2.1,51.3
MC CULLOCH,Texas,3757,3385,28.57,35.4,11,15.7,15.9,8,22,4.7,56690,30.6,0.5,72.4
MC LENNAN,Texas,537,27228,26.67,40.5,9.2,15.9,19.3,5.8,19,8.3,50054,17.4,10,41.8
MC MULLEN,Texas,405,40239,42.86,42.1,8.1,17.7,17,4.9,19,12.7,41815,11.8,0.4,2.7
MADISON,Texas,377,6216,35,36.2,9.9,15.2,20.2,5.5,20,6.5,43525,24.3,2.2,62.6
MARION,Texas,1031,191746,29.41,36.5,7.4,12.5,19,6,20,4.9,58524,15,13.8,54.7
MARTIN,Texas,87,609,7.69,34.7,9.2,14.4,19.4,6.4,20,2.3,63120,25.2,2.6,51.3
MASON,Texas,6757,11370,31.58,36,7.7,12.5,20.5,6.7,20,6.2,48251,15.3,19,53.2
MATAGORDA,Texas,166,8132,31.82,40.4,11.8,18.2,22.8,6.9,20,6.9,43178,26.9,20.1,70.5
MAVERICK,Texas,1146,3964,35.34,37.2,7,12.4,17.7,7.7,20,4.8,69505,11.3,2,47.1
MEDINA,Texas,2664,39169,34.31,38.2,7.7,13.8,16.1,7.9,21,5,62907,17.2,3,41.4
MENARD,Texas,1020,1761,31.25,34.9,11.2,16.7,16.6,6.8,20,4.8,41507,31.6,1.9,60.4
MIDLAND,Texas,15,123312,22.45,37.9,5.6,10.2,15.4,7.8,21,5.7,84837,10.3,6.3,41.6
MILAM,Texas,22,18945,21.13,39.1,9.9,15.5,20.7,6.5,20,5.8,53320,21.2,8.3,61.5
MILLS,Texas,1652,3913,9.09,35.3,11.5,15.9,19.9,7.2,21,4.4,54948,27.6,1.1,77.2
MITCHELL,Texas,156,6394,28.57,37.3,7.4,12.7,19.5,7.5,21,7.1,44476,15.1,9.4,47.4
MONTAGUE,Texas,7,15142,19.81,36.2,9.8,13.7,20.9,7,22,5.1,54988,22.2,0.9,84.5
MONTGOMERY,Texas,144,435191,25.82,34,6.5,10.7,15.7,7.4,20,5.8,87831,13.6,6,62.2
MOORE,Texas,758,14612,22.86,38.3,7.4,13.7,18.6,7.8,19,3.3,61833,12,4.1,30.4
MORRIS,Texas,104,9525,29.63,38.5,9.7,15.4,22.1,6.9,19,10.5,44957,21.9,21.8,62.6
MOTLEY,Texas,1400,989,30,35,11.3,15.7,18.6,7.8,22,5.1,47835,29.7,2.8,74.7
NACOGDOCHES,Texas,401,50468,21.05,36.4,7.7,12.9,21,6.1,19,5.5,46970,15.4,17.2,58.7
NAVARRO,Texas,566,36426,24.7,38.1,9,15.2,20.9,6.9,19,5.1,51015,16.9,12.1,53.3
NEWTON,Texas,192,10964,33.33,40,10.2,15.8,26.7,5.2,19,10.4,44030,21.7,18.7,73
NOLAN,Texas,560,10896,40,37.3,9.1,14.8,20.6,6.9,20,4.8,44342,18.5,4.5,53.1
NUECES,Texas,480,273288,27.85,40.3,7.2,14,17.4,6.7,19,6.9,59337,15.3,3.4,28
OCHILTREE,Texas,556,6796,15.79,37.8,7.3,12.9,19.7,7.9,19,4.6,60914,12.4,0.6,40.8
OLDHAM,Texas,2047,1605,28.57,34.9,7.7,12,17.5,5.1,22,3.5,62868,16.6,3.3,73.8
ORANGE,Texas,729,62808,28.2,40.6,8.2,12.7,20.3,6.4,21,9,65908,16,8.8,78.8
PALO PINTO,Texas,86,22164,25,38.7,9.5,14.4,20.5,5.1,21,5.7,57580,20.2,2.3,73.7
PANOLA,Texas,367,17747,15.38,39.3,9.3,14.4,21.7,6.6,21,6.7,54244,20.3,15.4,72.5
PARKER,Texas,800,104007,32.41,35.5,7.1,11,17.8,7.8,22,4.4,85613,15.7,1.6,81.3
PARMER,Texas,3,7044,32.5,38.9,8.4,15.1,17.9,7.8,19,2.9,56632,15,1.1,31.8
PECOS,Texas,6693,11852,14.58,39,7.6,14.7,18.6,6.1,19,7.1,49291,13.4,4.3,23.3
POLK,Texas,172,39943,23.93,39.2,9.6,15.1,24.5,6.6,21,8,50827,19,9.2,71.1
POTTER,Texas,241,86800,27.78,37.5,8.1,14.3,21.9,6.4,18,4.3,45904,13.5,10,42.7
PRESIDIO,Texas,6123,5108,18.18,42.1,13.5,23.8,24.4,3.2,15,10.5,39791,23,1.2,12.2
RAINS,Texas,22,9731,29.63,35.7,10.2,14.5,21.3,,22,3.9,57294,25.2,2.6,83.5
RANDALL,Texas,360,103770,27.47,31.7,6.3,10,16.3,8.1,21,3.5,72082,15.4,3.4,67.7
REAGAN,Texas,370,2650,25,39.3,7.1,13.8,16.4,8.2,20,7.7,65162,12,2.8,22.7
REAL,Texas,120,2893,25,39.1,12.8,18.8,21.6,1.6,19,5.9,46907,31.1,1.5,65.7
RED RIVER,Texas,140,9746,46.15,39.2,11.2,16.9,22.7,4.7,20,5.9,46134,25.3,15.5,73.1
REEVES,Texas,1043,12166,16.67,39,6.7,13.7,18.8,7.7,19,5.9,46275,11.6,4.9,17.2
REFUGIO,Texas,1632,5437,29.73,38,10,17.1,18.7,6.7,19,6.7,46695,22.5,5.6,40
ROBERTS,Texas,1280,683,0,35,8.9,12.6,17.6,6.1,23,4.3,73224,22.5,0,85.1
ROBERTSON,Texas,75,13134,34.33,39.3,8.9,14.7,20.5,6.9,19,5.3,50816,20.4,18.9,55.8
ROCKWALL,Texas,3134,73507,22.22,32.4,5.8,9.6,13.7,8.7,22,4.3,120696,12.5,8.4,65.6
RUNNELS,Texas,733,7905,20.29,36.4,9.7,15.1,19.8,6.4,20,4.1,48190,20.5,2.2,59.4
RUSK,Texas,166,42339,23.87,38.4,8.5,13.8,20.9,6.9,21,6,53186,17,16.9,62.2
SABINE,Texas,198,8606,20.93,38.6,13.1,17.9,23.5,6,20,9.5,46233,30.7,6.7,84.8
SAN AUGUSTINE,Texas,554,6604,37.21,40.5,12.3,18.6,25.1,5,19,8.2,43335,26.3,21.3,68.6
SAN JACINTO,Texas,11942,22525,26.23,39.5,10.7,16,22.6,7.1,21,7.4,52302,23,8.7,72.3
SAN PATRICIO,Texas,472,48993,32.93,37,7.8,14.3,19.5,6.4,18,8.8,58227,15,1.6,37.3
SAN SABA,Texas,371,4836,22.58,37.9,10.5,15.1,21.6,6.5,20,4.7,45437,23.3,3.7,62.5
SCHLEICHER,Texas,41,2151,30,37,8.2,14.2,17.8,7.7,19,5.5,52408,20.7,1.4,41.1
SCURRY,Texas,1636,12612,21.82,38.2,8.3,13.7,20,7.7,20,6.7,49727,15,4.9,50.8
SHACKELFORD,Texas,1354,2505,40,35.5,9.5,13.5,17.6,7.4,22,4,61351,21.4,1.2,83.5
SHELBY,Texas,434,18858,21,39,10,15.9,23.4,6.5,19,5.4,43244,17.9,17.1,60.4
SHERMAN,Texas,404,2210,12.5,36.4,8,13.1,18.2,7.5,21,3,62557,16.3,1.3,50.5
SMITH,Texas,9070,173639,24.36,33,8,13.2,17.9,7.1,18,5.1,62903,17.1,17.2,58.5
SOMERVELL,Texas,212,7000,26.67,36.5,9.3,13.8,17.9,7.7,22,5.2,68280,19.8,1.2,77.7
STARR,Texas,49,43311,38.26,42.6,9.1,19.4,21,3.7,16,16.2,33535,11.3,0.2,3.3
STEPHENS,Texas,2018,7393,30.56,36.7,10,14.6,21.7,6,20,4.9,46064,20.9,3.1,69.1
STERLING,Texas,806,938,25,36.5,7.9,13.2,18.1,5.6,21,5.1,69212,14.3,1.3,54.8
STONEWALL,Texas,654,1059,42.86,35.6,10.9,15.4,21.8,7.8,21,4.1,49813,26,3.4,73.5
SUTTON,Texas,2946,2862,21.43,35.7,7.7,14.1,16.9,7.5,20,8.3,59905,19.8,0.7,33.4
SWISHER,Texas,254,5588,32.43,40,10,16.2,23.1,5.8,18,4.9,45509,17.4,7.9,43.4
TARRANT,Texas,397,1535868,32.19,33.2,6.2,12,15.9,7.3,17,5.3,71399,12,17.6,43.7
TAYLOR,Texas,1468,103657,25.15,33.4,7,11.2,20.1,6.8,18,4.3,53820,14.7,7.4,61.8
TERRELL,Texas,2962,660,0,38.8,11.8,19.5,16.7,4.8,19,3.6,44343,34.3,1.2,40.2
TERRY,Texas,302,8908,26.32,40.8,9.2,16.1,22.4,5.3,18,6.1,42225,14.8,4.2,36.7
THROCKMORTON,Texas,362,1217,7.69,35,10.8,15,21.2,3.8,21,2.8,46253,25.3,1,82.8
TITUS,Texas,2753,23455,26.14,38.9,8.5,14.5,20.4,6.5,18,5.4,49513,14.6,9,42.6
TOM GREEN,Texas,84,89953,31.43,33.7,7.1,12.2,16.6,7,21,4.9,60750,16.1,3.6,51.1
TRAVIS,Texas,140,978017,24.01,27.9,5.1,8.6,11.9,7.7,21,4,84519,10.6,8.2,48.4
TRINITY,Texas,421,11786,35.53,38.2,11.7,17,23.5,6.1,20,7.3,46569,27,8.3,76.9
TYLER,Texas,382,17513,34.41,38.2,9.7,13.8,23.9,5.2,21,8.5,46955,23.2,10.4,77.7
UPSHUR,Texas,226,31443,23.18,35.6,8.8,13.3,21.8,7.1,21,6.3,51634,18.9,7.5,79.5
UPTON,Texas,23,2588,17.65,39.3,8.4,14.7,17.7,7.9,20,5.2,49340,15.9,2.8,38.6
UVALDE,Texas,480,19586,14.74,40.9,8.8,16.1,17.9,5.1,18,5.5,48438,16.1,0.7,24.9
VAL VERDE,Texas,1845,35175,34.48,38.5,7.9,15.8,17.8,5.6,18,5.9,50532,13.7,1.4,14
VAN ZANDT,Texas,301,43097,24.12,37.7,9.5,13.6,21.4,6.7,21,4.7,59929,20.3,2.9,81.5
VICTORIA,Texas,1456,68705,30.99,38.9,7.9,14,17.7,6.8,19,6.4,57142,16.7,5.7,42.5
WALKER,Texas,407,61553,26.35,36.6,7.2,12.3,21.5,7.1,20,6.3,43012,14.1,22.9,55.8
WALLER,Texas,311,40228,16.48,35.7,6.6,11.9,17.8,7.1,19,6.4,65437,12.1,22.3,41.9
WARD,Texas,899,8362,21.43,38.7,7.7,14.2,18.8,8,19,7.2,58461,13.8,4.2,36.1
WASHINGTON,Texas,1676,27488,26.34,37.6,9.1,14,17.9,7.5,21,5.2,66601,22.8,16.1,63.5
WEBB,Texas,192,185080,31.48,41.7,7.2,16.6,16.7,6.6,16,6.3,50865,10,0.4,3.6
WHARTON,Texas,74,30869,29.14,40,9,15.6,19.2,7.4,19,5.7,56522,17.7,12.3,42.6
WHEELER,Texas,431,3890,17.39,36.4,9.7,14.4,21.9,7.2,20,6.2,49282,20.9,2.7,68.9
WICHITA,Texas,90,102400,31.23,35.8,8,13.2,19.8,6.3,20,5.3,53148,15.1,10.5,63.5
WILBARGER,Texas,755,9971,18.75,37.6,9.7,15.6,23.5,5.5,18,6.6,48117,18.9,7.4,54.7
WILLACY,Texas,72,16427,54.35,43.8,8.9,18.3,20,4.4,17,10.5,37087,14,2.2,8.5
WILLIAMSON,Texas,5838,421443,23.7,30.6,5.4,9.6,12.5,7.8,21,4,96653,12.6,7,55.9
WILSON,Texas,249,38176,29.01,33.6,7.4,12.7,16.6,8.4,21,4.4,78794,16.5,1.7,55.2
WINKLER,Texas,1938,5437,20,38.6,7.7,14.1,18.1,8.2,20,7.7,62477,12.3,2.1,32.1
WISE,Texas,279,51386,31.28,39.5,7.8,12.3,19.3,7.7,22,4.9,77668,15.3,1.5,74.7
WOOD,Texas,31,36457,21.89,35.3,10.6,15.1,21.1,6.8,21,5.6,53485,27.4,5,81.4
YOAKUM,Texas,43,5794,29.17,37.2,7,13.1,17.5,7.5,19,7.8,66816,12,1.2,27.7
YOUNG,Texas,96,13714,25.81,37.4,9.5,13.8,19.9,6.6,21,4.5,53715,20.7,1.4,76.4
ZAPATA,Texas,228,9486,51.35,44.2,9.7,20,19.3,5.6,16,12.1,37474,13.1,0.3,4.2
ZAVALA,Texas,43164,8477,25,45.4,9.9,20.4,19.9,3.9,17,12.7,35046,14.3,0.8,4.8
BEAVER,Utah,3053,4461,23.81,31.8,6.5,10.4,9.9,8.7,13,2.8,59437,15.5,0.3,83.5
BOX ELDER,Utah,32,37520,29.17,34.7,6.1,9.9,10.5,8.3,12,2.4,69538,12.9,0.4,86.5
CACHE,Utah,344,88557,32.45,25.4,4.4,7.1,9.2,7.8,10,2,69670,9.9,0.9,83.2
CARBON,Utah,49,15042,26.67,35.1,7,11.9,12.5,7.1,13,3.9,50503,18.6,0.6,82.2
DAGGETT,Utah,832,763,28.57,30.8,8,11.7,10.6,7.7,14,3.6,57400,25.8,0.3,89.8
DAVIS,Utah,2728,238743,30.74,28,4.2,8.2,7.8,8.7,11,2.4,93260,10.7,1.2,82.3
DUCHESNE,Utah,23438,13244,18.52,33.8,6.4,9.9,13.6,7.3,13,4.9,63327,12.9,0.3,84.4
EMERY,Utah,514,7136,20.59,34.7,7.5,11.9,12.1,7.2,13,3.9,62257,18,0.3,90
GARFIELD,Utah,632,3897,29.17,30,8.4,12.6,11.8,5.3,12,6.5,56943,23.8,0.5,88.2
GRAND,Utah,1082,7674,17.95,30.1,6.8,10.7,11.3,7.5,13,4.4,52645,20.3,0.8,80.5
IRON,Utah,91,37458,33.54,29.4,6.1,9.7,11.9,6.5,12,2.8,61421,13.6,0.6,84.8
JUAB,Utah,769,7582,17.07,30.4,5.8,9.3,12,7.3,12,2,77036,11.7,0.4,90.8
KANE,Utah,1323,5900,28.26,30.3,7.8,11.8,10.9,6.5,12,2.9,62311,23.6,0.7,89.6
MILLARD,Utah,1533,9009,23.08,36.5,7.5,11.2,11.5,8,12,2.4,68131,17.5,0.3,83
MORGAN,Utah,2328,7787,23.08,30.1,4.9,7.9,8.4,9.7,13,2.1,111472,12.3,0.3,94.6
PIUTE,Utah,1859,1114,20,31.5,10.4,14.9,13.4,2.5,11,4.4,50768,28,0.3,89.2
RICH,Utah,1187,1748,28.57,30.4,7.1,10.8,10.9,5,13,2.3,70815,19.5,0.4,91.3
SALT LAKE,Utah,284,839744,30.93,29.1,4.5,8.6,9.1,8.6,14,2.8,80676,11.6,1.8,69.6
SAN JUAN,Utah,1003,10730,22,37.6,8.8,15.4,15.8,3.9,11,6.3,48071,14.9,0.4,44.5
SANPETE,Utah,6899,22804,24.39,28.8,6.4,10,11.7,7.7,10,2.8,62098,14.8,0.9,85.9
SEVIER,Utah,1181,15201,27.38,32.2,7.2,11,11.8,8.2,11,3.3,68303,17.1,0.4,91.3
SUMMIT,Utah,145,31680,22.37,19.6,4.6,7.8,7,8.6,15,2.9,124354,14.7,0.8,84.4
TOOELE,Utah,3133,47100,39.29,39.2,4.6,9.3,11.1,8.4,13,2.9,90591,9.2,0.8,80.6
UINTAH,Utah,386,23684,16.88,36.2,6.1,10.7,14,7.1,12,5.6,64105,12,0.5,81.2
UTAH,Utah,689,414503,30.5,28,4,6.6,6.7,8.1,8,2.3,86597,7.9,0.6,80.9
WASATCH,Utah,10121,22762,31.67,27.2,4.9,8.1,8,8.3,13,2.9,102206,12.9,0.6,82.8
WASHINGTON,Utah,1195,126892,29,27.2,7.2,10.8,9.3,7.5,11,2.9,63639,22.1,0.6,83.2
WAYNE,Utah,183,2033,33.33,27.3,7.4,11.3,11.3,6.6,13,4.7,57768,22.9,0.5,89.5
WEBER,Utah,1582,183875,33.81,30.4,5.1,9.7,10.6,8.3,13,2.9,72348,12.1,1.3,75.4
ADDISON,Vermont,1442,30738,20.47,25.1,6,8.7,13.3,9,21,2.8,79756,21.9,1.2,92.1
BENNINGTON,Vermont,181,28875,25.3,27.9,7.8,11.3,15.5,8.2,22,4.3,65185,23.7,1.3,93.2
CALEDONIA,Vermont,494,24458,17.45,28,7.3,10.3,17.1,8.4,22,3.7,59762,22.1,0.8,94.2
CHITTENDEN,Vermont,439,135407,20.95,22.5,5,7.5,12,8.7,21,2.8,84290,16.2,2.4,87.7
ESSEX,Vermont,400,5144,18.92,29.3,9.9,12.7,20.4,7.3,22,4.8,50840,27.1,0.7,94.5
FRANKLIN,Vermont,129,38472,27.04,31.4,6.4,9.7,16.4,8.8,20,3.5,69583,17.1,0.8,93.1
GRAND ISLE,Vermont,1029,5812,26.19,32.1,6.7,9.9,13.6,9.3,23,3.9,80693,22.4,0.8,92.3
LAMOILLE,Vermont,1996,20166,17.55,25.9,6.6,9.4,14.6,8.5,24,4,64083,18.2,1.1,94.2
ORANGE,Vermont,483,23683,25,28.8,7,10.4,15.6,8.6,24,3.2,71487,22.5,0.7,95.5
ORLEANS,Vermont,24,21701,16.67,31.9,8.3,11.1,18.9,8,21,4.6,54346,23.6,0.7,94.6
RUTLAND,Vermont,5239,48234,19.06,31.4,7.1,10.2,15.1,8.1,23,4.2,59916,23.6,0.7,95
WASHINGTON,Vermont,375,47214,25.26,24.5,6.6,8.8,14,8.3,25,3,75692,20.8,0.9,93.8
WINDHAM,Vermont,229,35120,15.26,26.3,7.4,9.8,15.6,8,22,4.4,64381,24.6,1.5,92.5
WINDSOR,Vermont,138,45302,20.88,28.9,7,10.3,15.1,8.8,22,3.3,65086,24.6,0.9,94
ACCOMACK,Virginia,232,25756,26.92,39.5,10.4,16.9,21.3,8.3,15,4.3,50949,25.2,27.9,59.7
ALBEMARLE,Virginia,1059,87190,21.52,26.5,6.5,9.4,12.3,8.9,17,3.2,91849,19.7,9.4,76.3
ALLEGHANY,Virginia,197,10349,33.33,35.8,8.5,13.7,20.5,8.4,18,3.6,62884,20.5,19.5,73.9
AMELIA,Virginia,290,25459,34.62,32.8,8.8,14.2,19.7,8.5,17,3.7,57294,21.7,18.7,74.8
AMHERST,Virginia,180,12491,33.33,34.4,8.7,13.4,19.9,8.5,18,3.9,58860,20.8,17.6,77.2
APPOMATTOX,Virginia,47,194562,19.67,20.1,3.8,6.8,9,9.3,21,3,124474,11.6,9.7,60.4
ARLINGTON,Virginia,54,61095,23.8,33.3,8.2,11.9,19.7,8.4,19,3.1,69243,22,4.6,89.3
AUGUSTA,Virginia,20124,3642,28.47,33.2,11.6,15.5,22.3,6.8,18,4.6,56200,28.8,3.7,91.6
BATH,Virginia,428,63124,30.56,31.6,7.8,12.1,17.4,9,20,3.4,66026,22.5,6.9,87.1
BEDFORD,Virginia,652,5328,26.17,31.8,8.3,11.5,21.2,8.1,19,3.4,50492,24.4,4,93.1
BLAND,Virginia,477,26998,17.65,31.2,8,11,17.2,8.3,20,3,74081,23.3,3,92.2
BOTETOURT,Virginia,739,13710,30.07,41.2,9.5,16.9,23,7.3,15,6.3,47401,21.8,53.8,40.8
BRUNSWICK,Virginia,663,13999,29.89,40.9,9.2,15.2,23,7.9,17,5.3,54263,20,32.8,61.7
BUCHANAN,Virginia,8431,44345,28.57,38.4,8.2,13,20.1,8.6,17,3.8,53059,20.7,15,78.3
BUCKINGHAM,Virginia,535,23693,33.33,37.6,7.1,12.3,18.4,9.1,18,4.3,73390,17,25.8,63.1
CAMPBELL,Virginia,65,5889,27.78,38.7,9.7,17.7,21.2,8.9,16,4.4,63299,26.4,43.3,43.8
CAROLINE,Virginia,4792,9447,35.88,37.1,10.6,17,23.7,6.3,16,3.7,48382,22.4,26.9,68.1
CARROLL,Virginia,822,265761,36.11,33.8,6,11.2,14.7,8.7,16,3.6,86101,15.8,24.2,59
CHARLES CITY,Virginia,927,11635,28.57,30.7,8,11.8,15.5,9.4,19,3.1,91603,22.1,4.1,84.7
CHARLOTTE,Virginia,752,4176,26.04,31.6,8.4,11.6,18.5,8.2,20,3.3,57299,24,0.5,96
CHESTERFIELD,Virginia,1037,11652,24.33,38,11.3,15.3,26.3,,17,5.3,39722,23.5,0.6,97.3
CLARKE,Virginia,164,22843,26.03,38.5,8,14.1,19.4,8.2,17,4.5,66397,18.2,30.6,62.3
CRAIG,Virginia,732,54162,44,29.7,6.3,9.9,14.8,9.5,19,3,106714,17.1,7.2,77.7
CULPEPER,Virginia,1472,12683,30.05,31.8,9.3,12.6,20.1,8,19,3.1,54765,24.3,1.8,93
CUMBERLAND,Virginia,1334,21506,25.58,33.6,6.8,10.7,14.9,9.2,19,3.3,77226,20.7,14.9,77.1
DICKENSON,Virginia,1379,67969,36.51,32.4,7,10.4,17,9,19,2.9,85262,18.2,4.5,80.4
DINWIDDIE,Virginia,1089,13358,28.57,33.3,8.8,12,19.7,8.8,19,3.5,55018,22.1,1.6,94.3
ESSEX,Virginia,475,19125,32.73,30.7,7.5,11.6,14,9.5,19,3.1,104379,23.4,14.6,78
FAIRFAX,Virginia,367,13019,24.66,38.7,10.7,14.6,22.5,7.4,18,3.3,42553,25.7,6,88.1
FAUQUIER,Virginia,3733,27199,24.73,36,9.8,16,21.5,7.4,16,4.8,46244,25.3,35.6,59.6
FLOYD,Virginia,1936,83667,26.67,27.2,6.5,9.8,14.3,9.2,19,3,95195,18.7,9.3,82.8
FLUVANNA,Virginia,154,254989,19.4,32.3,6.1,11.1,14.3,8.7,17,4,78888,16.5,30.1,51.1
FRANKLIN,Virginia,2001,41058,26.15,36.8,11.1,16.9,23.8,6.7,16,4.7,45784,24.5,22.4,68.9
FREDERICK,Virginia,841,29272,36.54,39.2,7.7,12.5,17.3,8.7,18,3.5,86286,19.8,22.5,69.5
GILES,Virginia,537,19954,28.89,31.5,5.9,10,15.3,9.4,19,2.9,98668,14,15.6,72.3
GLOUCESTER,Virginia,1491,13030,28.57,35.6,7,11.5,17.4,9.2,19,3.3,79378,16.7,14.7,77.1
GOOCHLAND,Virginia,735,9060,20.24,30.2,10.9,16,17.3,8.3,17,5.3,58578,36.7,27.8,67.3
GRAYSON,Virginia,905,19129,30,36.4,10.8,14.9,26.1,6.9,17,4,38529,22.9,3.6,92.5
GREENE,Virginia,254,291822,17.14,23.4,4.2,7.5,9.5,9.9,16,3.1,153716,10.2,7.5,53.1
GREENSVILLE,Virginia,410,29371,25,37.8,8.6,13.4,19.3,8.9,18,3.4,68838,20.6,14.7,78
HALIFAX,Virginia,7207,9843,23.96,42.1,10.5,17.3,22.5,8.5,16,3.8,44852,23.1,32.1,58.5
HANOVER,Virginia,132,7442,31.46,29.1,9.7,13.5,16.4,9.1,19,3.2,69978,31.6,8.1,84.8
HENRICO,Virginia,313,9005,25.07,32.4,10.1,14.6,18.3,9,18,3.4,62710,32.6,15.3,78.1
HENRY,Virginia,486,83680,32,28.9,5.4,8.4,16.9,8.2,17,3,57752,14,4.1,83.5
HIGHLAND,Virginia,791,12204,20,33.8,9.4,13.9,17.9,8.6,18,3.5,61224,28.8,10.6,81.3
ISLE OF WIGHT,Virginia,20430,9434,22.91,42.8,10.7,17.1,19.3,8.2,16,5.4,51059,28.8,31.7,56.1
JAMES CITY,Virginia,1476,10383,27.51,27.4,11.2,15.8,16.9,8.8,17,4.9,63255,36.5,24.5,68.8
KING AND QUEEN,Virginia,448,12473,15.38,36.6,9.4,16.2,22.1,6.3,16,3.7,46442,19,38.1,54.5
KING GEORGE,Virginia,622,28922,28.85,32.4,8,12.2,18.3,7.9,19,3.6,94547,20.3,12.7,76.5
KING WILLIAM,Virginia,1653,19176,30.23,35.8,9.8,13.6,22.1,,19,4.6,53449,21.8,2.2,93.3
LANCASTER,Virginia,1908,14595,29.2,37.2,11,15.2,21.4,8,18,4.5,46963,27.1,5.3,89.5
LEE,Virginia,446,49426,26.09,36.8,9.6,14.7,22.6,7.8,16,4,52006,24.1,21,74
LOUDOUN,Virginia,599,19183,24.31,32.4,6.9,11.7,20.7,7.6,16,4.8,51239,16.8,31.3,61.4
LOUISA,Virginia,520,29860,20.23,34.8,6.2,11.1,17.5,8.6,17,4.5,79710,15,31.3,54.2
LUNENBURG,Virginia,467,340801,29.31,35,5,10,12.7,9.4,16,4,116354,10.8,20.5,39.9
MADISON,Virginia,1133,6074,27.42,30.3,8.7,12.3,16.4,8.6,19,2.9,80098,28.1,3.8,88.3
MATHEWS,Virginia,80,63459,22.08,33.7,7.6,11.2,16.9,8.9,19,2.9,72392,19.8,2.4,86.7
MECKLENBURG,Virginia,958,21696,21.9,34.2,10.2,14,24.3,7.4,17,4.3,45254,23,0.9,96.3
MIDDLESEX,Virginia,1917,17703,27.19,34.4,10.5,14.6,22.5,7.4,16,3.6,42894,25,0.9,96.2
MONTGOMERY,Virginia,228,34277,26.87,33.2,8.7,12.3,20,8.3,18,3.6,65308,22,2.6,86.2
NELSON,Virginia,521,24615,32.76,32.5,9.8,13.7,23.2,7.5,18,4,42303,22.7,2.4,93.4
NEW KENT,Virginia,388,14389,28.41,38.1,8.7,15.2,19.1,8.8,17,3.5,57965,21.4,33.7,61.1
NORTHAMPTON,Virginia,5955,5390,24.68,38,9.3,16.6,20.3,7.9,17,3.8,61358,24.9,40.1,53.9
NORTHUMBERLND,Virginia,1026,9505,22.12,39.4,8.6,15.7,21.6,7.5,17,6.5,54282,18.1,54.8,39.2
NOTTOWAY,Virginia,391,31204,27.17,32.4,7.4,10.9,19.3,8.3,18,3.5,73546,17,4.7,84.5
ORANGE,Virginia,278,44341,24.31,32.5,9.3,12.4,20,8.1,18,3.6,54223,24.3,1.5,95.1
PAGE,Virginia,1107,14467,29.93,35.4,9.4,14.9,20.9,,17,4.4,59959,26.4,24.5,64.3
PATRICK,Virginia,359,30535,26.21,36.2,9.6,14,25.1,6.4,17,5.2,41994,19.3,6.1,90.8
PITTSYLVANIA,Virginia,456,51690,25.68,26.3,5.9,9.9,13.3,9.2,18,3.3,97500,17.1,13.6,68.6
POWHATAN,Virginia,457,5149,29.46,34.3,9.4,13.3,23.5,3.3,17,3.9,47144,19.2,5.1,87.1
PRINCE EDWARD,Virginia,503,40442,38.6,29,5.3,9.1,15.9,7.9,17,3.7,61255,13.3,17.3,66.4
PRINCE GEORGE,Virginia,936,184191,23,33.1,5.9,10.5,14.9,8.9,17,3.8,87057,14,29.5,55.7
