A_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,A_Depth,A_Ag,A_Al,A_As,A_Ba,A_Be,A_Bi,A_C_Tot,A_C_Inorg,A_C_Org,A_Ca,A_Cd,A_Ce,A_Co,A_Cr,A_Cs,A_Cu,A_Fe,A_Ga,A_Hg,A_In,A_K,A_La,A_Li,A_Mg,A_Mn,A_Mo,A_Na,A_Nb,A_Ni,A_P,A_Pb,A_Rb,A_S,A_Sb,A_Sc,A_Se,A_Sn,A_Sr,A_Te,A_Th,A_Ti,A_Tl,A_U,A_V,A_W,A_Y,A_Zn
C-313257,6715,UT,40.9792,-111.4296,6/14/2008,Herbaceous Upland,Grasslands/Herbaceous,0-5,<1,1.44,3.2,224,0.8,0.22,3.38,0.1,3.3,0.71,0.7,21.1,2.7,34,<5,12,0.71,3.94,0.02,<0.02,0.63,11.7,12,0.15,226,5.54,0.12,2.7,6.4,1840,28.2,30.5,0.04,1.07,2.8,<0.2,0.8,63.2,<0.1,3.5,0.06,0.2,1.3,22,0.5,9.8,34
C-313314,6831,UT,37.2233,-112.1191,7/4/2008,Herbaceous Upland,Grasslands/Herbaceous,0-5,<1,4.92,3.9,439,1.5,0.16,1.97,1,1,1.97,<0.1,40.9,6.2,29,6,14.1,1.62,11,0.01,0.03,2.49,21.2,35,1.58,425,0.42,0.59,4.2,10.6,590,14.5,86.9,0.02,0.5,6.3,<0.2,1.2,101,<0.1,6.4,0.15,0.4,1.7,43,0.6,12.6,37
C-313411,6879,UT,37.6096,-113.9422,7/5/2008,Forested Upland,Evergreen Forest,0-5,<1,6.57,3.3,457,3.5,0.23,1.62,N.D.,1.62,1.19,0.2,95.9,7.2,19,<5,13.1,1.63,16.7,0.02,0.04,2.72,50.1,31,0.59,637,0.98,1.1,22.6,10.3,280,30,127,0.02,0.62,5.7,<0.2,1.8,439,<0.1,18.6,0.2,0.9,3,39,1.2,19.8,51
C-313242,6907,UT,39.9841,-112.4757,6/21/2008,Herbaceous Upland,Grasslands/Herbaceous,0-8,<1,5.41,9.1,467,2.3,0.41,4.19,N.D.,4.19,1.03,0.7,76.9,13.2,40,8,25.5,2.53,16.3,0.03,0.07,2.07,27,37,0.77,784,1.27,0.62,9.8,19.4,1020,35.4,128,0.05,1.08,9.3,0.3,2,174,<0.1,10.9,0.19,0.5,2.1,65,1.3,15.7,90
C-313299,7003,UT,38.6638,-110.7028,6/27/2008,Shrubland,Shrubland,0-5,<1,5.96,5.9,509,2.4,0.23,4.59,1.7,2.9,5.03,<0.1,54.6,13.7,54,11,41.4,3.05,15.7,0.02,0.05,2.77,27.6,39,2.45,725,0.82,0.13,5.1,26.4,610,11.5,114,0.1,0.68,11.3,0.5,1.8,284,<0.1,8.5,0.17,0.5,2.3,129,0.6,12.4,65
C-313282,7067,UT,39.3593,-109.0588,6/30/2008,Shrubland,Shrubland,0-7,<1,4.22,5.1,507,1.6,0.18,0.47,N.D.,0.47,0.35,0.2,49.5,6.5,36,<5,14,1.93,11.3,0.02,0.03,1.92,25.7,23,0.53,396,0.75,0.54,6.1,11.8,470,16.6,84.8,0.02,0.81,6.5,<0.2,1.2,86.1,<0.1,8.5,0.15,0.5,1.8,57,0.7,13.6,52
C-313275,7131,UT,37.2683,-111.0706,7/3/2008,Shrubland,Shrubland,0-6,<1,2.13,2.3,296,0.7,0.11,0.56,0.2,0.4,0.2,<0.1,26.1,2.6,21,<5,9.3,0.81,5.14,0.01,<0.02,1.26,13.4,15,0.19,162,0.34,0.19,2.8,4.3,430,10.2,50.5,0.02,0.25,2.7,<0.2,0.6,40.7,<0.1,4.6,0.07,0.3,1,22,0.3,7.8,22
C-313249,7183,UT,39.6351,-113.8513,6/20/2008,Shrubland,Shrubland,0-7,<1,4.03,6.4,522,1.8,0.17,4.47,3.6,0.9,12.3,0.3,44.3,5.3,35,6,13.9,1.47,9.77,0.01,0.03,1.91,23.4,47,2.58,355,2.33,1.15,7,8.4,1190,13.6,85,0.37,0.67,5.4,0.2,1.1,678,<0.1,10.1,0.14,0.5,2.2,38,1.2,12.8,44
N.S.,7215,UT,37.2903,-112.4949,7/4/2008,Shrubland,Shrubland,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.,N.S.
C-313303,7323,UT,37.5892,-110.1241,7/2/2008,Shrubland,Shrubland,0-5,<1,3.56,2.8,397,1.2,0.13,0.53,0.1,0.4,0.71,<0.1,39.3,6.1,29,<5,13.8,1.43,8.6,0.01,0.03,1.98,19.8,20,0.65,455,0.44,0.4,3.7,9.4,480,13.3,68.2,0.02,0.46,5.1,<0.2,0.9,74.7,<0.1,6.4,0.12,0.4,1.6,39,0.4,10.7,30
C-313205,7483,UT,39.776,-110.7067,6/18/2008,Shrubland,Shrubland,0-5,<1,2.91,7.1,327,1.1,0.23,2.72,0.1,2.6,0.44,0.6,39.1,5.6,45,<5,44.9,1.51,7.86,0.02,0.03,1.14,19.8,19,0.36,582,1.63,0.25,4.8,12.7,830,19.3,56.2,0.04,0.81,4.8,<0.2,1,65.5,0.1,6.8,0.12,0.4,2.4,50,0.7,13.2,54
C-313083,7579,UT,38.9677,-109.5259,6/30/2008,Herbaceous Upland,Grasslands/Herbaceous,0-3,<1,2.9,7.2,674,0.8,0.13,1.7,1.2,0.5,3.07,0.3,34.9,4.6,20,<5,11.6,1.53,6.66,0.01,<0.02,1.44,17.6,19,0.78,363,1.07,0.42,4.4,10.3,720,14.1,54.3,0.04,0.68,3.8,0.4,0.7,122,<0.1,5.1,0.13,0.3,1.4,36,0.5,12.3,47
C-313278,7739,UT,41.0579,-111.9053,6/10/2008,Developed,Low Intensity Residential,0-19,<1,2.68,4.3,433,1.2,0.18,1.76,0.5,1.3,2.4,0.3,54.3,5,33,<5,15.7,1.47,8.04,0.02,0.04,1.32,28.7,14,0.52,353,0.54,0.51,7.3,9.2,680,19.2,53.5,0.03,0.38,4.7,<0.2,1.1,71.3,<0.1,10,0.12,0.3,1.3,37,0.4,19.1,42
C-313304,7771,UT,39.2641,-110.9833,6/27/2008,Shrubland,Shrubland,0-4,<1,5.4,7.1,422,1.9,0.23,3.27,2.5,0.8,7.14,0.4,45.9,6.8,61,7,6.3,2.07,13.2,0.02,0.04,1.99,25.1,36,1.6,222,2.37,0.31,6.4,19.5,1000,15.6,98.2,0.05,0.63,8.2,0.8,1.7,193,<0.1,8.9,0.16,0.6,3,127,0.7,16.3,76
C-313265,7903,UT,37.1686,-113.6141,7/5/2008,Shrubland,Shrubland,0-5,<1,1.59,3.4,226,0.6,0.1,0.69,N.D.,0.69,0.42,<0.1,16.5,2.2,20,<5,8,0.64,4.19,0.01,<0.02,0.94,8.2,11,0.22,101,0.8,0.14,2.4,6.1,190,10.4,39.2,0.03,0.58,2.3,<0.2,0.5,58.5,<0.1,2.8,0.06,0.3,0.5,15,0.6,4.3,18
C-313256,7931,UT,41.261,-113.1325,6/11/2008,Barren,Bare Rock/Sand/Clay,0-2,<1,3.43,8.3,395,1.5,0.24,3.85,3.5,0.4,10.7,0.5,35.8,6.8,45,7,23.8,1.58,8.83,0.01,0.03,1.5,18.6,101,3.76,405,2.83,5.2,6.8,13.7,860,11,87.6,0.95,1.08,5.8,<0.2,1.3,664,<0.1,8,0.14,0.4,3.7,48,1.4,13.9,53
C-313236,8027,UT,38.2636,-110.5795,6/28/2008,Shrubland,Shrubland,0-3,<1,3.38,4,397,1.1,0.15,2.01,1.7,0.3,5.31,0.1,33.1,4.7,22,<5,9.6,1.11,8.16,0.01,0.02,2.32,12.3,39,1.1,351,0.38,0.41,4.5,7.7,450,10.2,81.1,0.05,0.35,4.7,0.3,0.9,382,<0.1,5,0.12,0.4,1.4,34,0.5,10.3,29
C-313418,8155,UT,37.3997,-109.9939,7/1/2008,Shrubland,Shrubland,0-4,<1,2.85,2.2,356,1,0.11,0.85,0.5,0.4,1.87,0.1,27.5,3.9,15,<5,9.2,0.94,6.01,0.01,<0.02,1.55,14.2,15,0.4,231,0.27,0.28,3.6,7.6,340,10.9,54.4,0.01,0.38,3.5,<0.2,0.7,73.8,<0.1,4.1,0.1,0.3,1,25,0.3,8.6,23
C-313228,8159,UT,38.6601,-112.3308,6/22/2008,Herbaceous Upland,Grasslands/Herbaceous,0-9,<1,7.24,6.6,728,2.5,0.15,3.1,N.D.,3.1,2,0.2,108,16.4,40,6,28.2,3.5,21.6,0.01,0.05,2.45,50.5,38,0.85,911,1.9,1.72,13.2,18.5,840,21.9,134,0.03,0.6,12,<0.2,1.7,513,<0.1,14.6,0.36,0.3,3.9,104,1.6,21.9,77
C-313286,8239,UT,38.4415,-113.4741,6/24/2008,Shrubland,Shrubland,0-5,<1,3.44,3.9,377,1.1,0.15,7.93,4.7,3.2,16.8,0.3,45.8,5.9,30,<5,10.1,1.65,8.83,0.02,0.03,1.4,24.3,24,3.06,474,0.76,0.64,2.2,7.7,710,15.1,56.3,0.05,0.55,5.3,<0.2,1,377,<0.1,7.9,0.15,0.3,1.5,47,0.7,14.5,38
C-313069,8347,UT,37.9229,-111.2344,6/28/2008,Forested Upland,Evergreen Forest,0-5,<1,5.52,9.7,1250,1.7,0.17,1.78,1.6,0.2,3.02,<0.1,57.1,7.7,32,12,16.1,2.68,14.4,0.01,0.04,2.37,28.7,31,1.59,460,0.51,0.14,9.8,15.8,350,15.7,110,0.04,0.7,8.7,<0.2,1.7,199,<0.1,8.4,0.27,0.4,1.6,54,1.1,18.9,33
C-313407,8495,UT,37.1997,-113.1623,7/7/2008,Shrubland,Shrubland,0-4,<1,4.4,4.8,482,1.8,0.17,1.94,1.6,0.3,3.86,<0.1,43.2,9.6,32,<5,21.8,2.07,9.87,0.01,0.03,1.98,21,38,2.18,582,0.72,0.62,4.9,17.1,640,12.2,71.5,0.03,0.62,7.7,<0.2,1.2,141,<0.1,6.1,0.17,0.4,1.8,63,0.6,12.7,44
C-313267,8507,UT,39.8774,-110.3913,6/18/2008,Herbaceous Upland,Grasslands/Herbaceous,0-12,<1,4.65,10.4,405,1.9,0.25,2.6,N.D.,2.6,0.68,0.4,33.6,8.1,38,5,13.7,1.98,14.2,0.03,0.04,2,18,33,0.63,434,2.97,2.52,8,13.2,780,18.5,52.4,0.04,0.61,6.2,<0.2,1.1,76,<0.1,7.2,0.18,0.3,1.2,57,0.6,10.8,50
C-313209,8603,UT,38.6505,-110.1581,6/28/2008,Shrubland,Shrubland,0-6,<1,1.79,1.7,347,0.5,0.06,0.7,0.3,0.4,1.57,<0.1,11.6,2.2,10,<5,15.7,0.49,4.22,<0.01,<0.02,1.49,6,10,0.42,160,0.14,0.11,1.4,3.8,130,12.9,53.6,<0.01,0.22,1.8,<0.2,0.4,56.7,<0.1,2.2,0.05,0.3,0.7,18,0.2,3.2,17
C-313214,8763,UT,40.2566,-111.4946,6/14/2008,Barren,Bare Rock/Sand/Clay,0-3,<1,3.08,5.9,335,1.2,0.34,5.69,2.2,3.5,7.25,0.9,38.4,6.4,36,<5,19.9,1.35,8.29,0.02,0.03,1.35,15.9,25,0.93,510,1.41,0.45,5.9,13,1220,21.6,62.6,0.06,0.67,5.3,0.3,1,288,<0.1,6.9,0.13,0.4,1.8,44,0.8,13.6,57
C-364529,8955,UT,39.8106,-113.1241,6/20/2008,Shrubland,Shrubland,0-5,<1,5.43,4.6,201,6.3,0.13,1.93,0.3,1.6,2.71,0.2,67.7,3.2,7,7,9.3,1.15,17.1,0.01,0.03,3.21,33,65,0.72,441,2.01,1.8,38,5,270,33.8,279,0.02,0.37,4,<0.2,2,152,<0.1,42,0.11,1.5,7.8,18,3.1,27.2,45
C-313075,9019,UT,41.8637,-111.5755,6/9/2008,Herbaceous Upland,Grasslands/Herbaceous,0-10,<1,5.63,8.9,656,1.8,0.27,3.87,N.D.,3.87,0.86,1.1,69.3,9.9,41,7,27.5,2.46,15.3,0.02,0.04,1.92,34.7,45,0.58,813,1.02,0.84,13.6,17.9,1280,23.4,133,0.05,0.85,8.1,0.2,1.7,143,<0.1,11,0.3,0.6,3.3,58,2.2,20,107
C-313253,9051,UT,39.0928,-111.6714,6/21/2008,Herbaceous Upland,Grasslands/Herbaceous,0-9,<1,2.64,5.2,244,1.1,0.17,6.62,3.7,2.9,9.34,0.2,31.7,4.9,32,<5,14.9,1.31,6.76,0.03,0.03,1.18,15.7,19,2.72,308,0.9,0.21,3.7,8.5,830,12.3,50.5,0.05,0.39,4.7,<0.2,1,190,<0.1,5.4,0.11,0.3,1.4,37,0.5,10.3,40
C-313295,9183,UT,39.238,-113.9251,6/25/2008,Shrubland,Shrubland,0-5,<1,4.63,4,616,1.5,0.17,3.71,2.7,1,10.4,0.3,51.8,5.8,32,<5,14.4,1.88,11.5,0.01,0.03,2.2,28.7,41,2.01,680,0.59,1.08,2.1,8.5,770,16,93.9,0.05,0.61,5.7,<0.2,1.1,518,<0.1,11.5,0.17,0.5,2.2,52,1,13.8,46
C-313264,9211,UT,41.624,-113.3087,6/11/2008,Shrubland,Shrubland,0-4,<1,4.34,7.4,499,1.9,0.36,3.43,1.5,1.9,5.97,0.7,57.8,7.2,31,7,20.8,1.81,11.8,0.03,0.04,1.84,27.8,43,1.42,470,1.46,0.72,9.1,14.2,970,21.9,92.7,0.05,0.89,6.7,<0.2,1.6,312,<0.1,10.5,0.18,0.6,2.4,53,1.2,18.1,66
C-313077,9263,UT,39.4479,-112.7635,6/19/2008,Barren,Bare Rock/Sand/Clay,0-5,<1,3.35,4.4,502,1,0.12,5.7,4.8,0.9,14.9,0.2,39.6,5.8,20,<5,13,1.28,8.25,<0.01,0.02,1.33,20.5,40,2.52,495,0.46,0.66,6.5,9.2,910,11.1,55.8,0.07,0.46,4.8,<0.2,1.5,746,<0.1,8.5,0.16,0.3,2.1,31,1,12.6,41
C-313287,9371,UT,37.8875,-111.1055,6/28/2008,Shrubland,Shrubland,0-3,<1,3.59,3.6,522,1.4,0.14,0.48,N.D.,0.48,0.28,0.3,40.1,5.9,29,<5,14.4,1.28,8.58,0.02,0.03,2.09,19.2,20,0.28,544,0.65,0.4,5,8.5,420,15,82,0.02,0.49,4.5,<0.2,1,98.3,<0.1,6.8,0.16,0.4,1.9,38,0.6,11.8,47
C-313227,9627,UT,39.3284,-109.3776,6/17/2008,Shrubland,Shrubland,0-4,<1,4.78,7.1,688,1.6,0.21,2.27,0.9,1.4,3.09,0.3,61,7.1,31,5,19.8,1.8,12.1,0.01,0.03,2.28,22.5,22,0.97,390,1.84,1.2,5.5,14.7,570,16,103,0.04,0.95,6.1,<0.2,1.2,171,<0.1,7.7,0.14,0.4,2.2,63,0.7,12.9,52
C-313311,9787,UT,40.5546,-111.4887,6/14/2008,Shrubland,Shrubland,0-4,<1,7.94,3.1,1520,2,0.14,1.48,N.D.,1.48,2.57,0.2,117,11.5,36,<5,10.6,3.11,20.7,0.01,0.05,2.18,64.4,21,0.94,631,0.69,2.64,10.2,10.6,1230,29.2,72,0.02,0.43,8,<0.2,1.2,755,<0.1,9.7,0.34,0.4,1.3,99,0.8,13.7,72
C-313307,9979,UT,40.5139,-112.796,6/13/2008,Shrubland,Shrubland,0-5,<1,3.97,8.4,536,1.6,0.2,4.42,3.1,1.3,10.1,0.4,41.5,5.5,31,6,17.7,1.44,9.85,0.02,0.03,1.69,22.6,43,1.47,356,1.44,0.71,3.6,12.1,760,15,78.1,0.05,0.78,5.7,<0.2,1.1,564,<0.1,8,0.14,0.6,3.2,50,1,13.5,47
C-313421,10075,UT,39.1076,-111.6056,6/21/2008,Forested Upland,Evergreen Forest,0-7,<1,4.34,4.8,266,1.6,0.29,4.33,1.1,3.2,3.65,0.2,47.5,6.7,34,<5,16.8,1.74,9.94,0.02,0.04,1.28,24.9,27,1.21,423,0.88,0.15,6.5,13.2,910,20,63.9,0.05,0.66,6.5,<0.2,1.3,103,<0.1,7.7,0.15,0.4,1.8,51,0.8,14.9,52
C-313079,10203,UT,37.2557,-110.9821,7/3/2008,Shrubland,Shrubland,0-5,<1,3.46,3.7,662,0.9,0.1,1.05,0.9,0.2,2.53,<0.1,27.8,4.6,16,6,11.7,1.26,8.17,0.01,<0.02,1.99,14.3,47,1.79,313,0.37,0.12,4.6,8.6,290,8.6,65.9,0.02,0.38,4.6,<0.2,0.8,106,<0.1,4.7,0.14,0.3,1.2,31,0.5,10,26
C-313235,10207,UT,38.2776,-113.7192,6/24/2008,Shrubland,Shrubland,0-5,<1,6.52,6.9,688,2.1,0.3,0.9,N.D.,0.9,1.22,0.2,146,13.6,40,6,16.6,3.83,18.8,0.02,0.05,2.94,71,34,0.72,748,1.45,1.39,9.3,13.7,540,26.5,158,0.02,0.94,9.1,<0.2,1.9,314,<0.1,22.6,0.33,0.8,3.9,127,1.4,23.4,72
C-313074,10235,UT,41.3787,-113.2778,6/11/2008,Shrubland,Shrubland,0-7,<1,3.82,6.6,606,1.3,0.17,2.95,2.1,0.9,7.89,0.3,39.1,4.9,30,<5,12.9,1.21,9.59,<0.01,0.02,1.63,22.5,74,2.1,321,0.82,2.8,8,10.6,1340,12.4,81.9,0.08,0.69,4.6,<0.2,1.1,595,<0.1,6.6,0.17,0.3,2.4,36,1,17,44
C-313230,10287,UT,37.8425,-112.5387,6/26/2008,Shrubland,Shrubland,0-10,<1,6.41,4.8,763,1.9,0.21,4.95,N.D.,4.95,1.6,0.2,116,15.4,44,7,27.5,3.05,17.6,0.02,0.05,2.35,54.5,30,0.7,854,1.61,1.16,13,19.5,520,24.5,134,0.04,0.68,11.3,0.3,1.9,325,<0.1,16.7,0.34,0.4,3,82,1.8,20.9,67
C-313240,10395,UT,37.5521,-109.9375,7/2/2008,Shrubland,Shrubland,0-5,<1,4.58,4.6,456,1.5,0.23,0.67,N.D.,0.67,0.5,0.4,73.3,8.3,34,5,23.6,1.74,11.8,0.02,0.03,2.13,25.6,26,0.57,590,1.25,0.55,7.3,15,520,19.6,97.4,0.02,0.71,7.1,<0.2,1.4,97.1,<0.1,8.5,0.2,0.4,2.1,45,0.8,15.7,50
C-313232,10555,UT,40.4379,-109.8517,6/16/2008,Shrubland,Shrubland,0-4,<1,3.26,6.2,1850,1,0.12,2.49,1.6,0.9,6.39,0.5,55.6,5.1,15,<5,10.8,1.27,8.16,0.02,0.03,1.4,20.8,22,0.79,731,1.07,0.2,4.3,13.7,700,12.1,58.3,0.07,0.48,4.5,<0.2,0.9,176,<0.1,6,0.12,0.2,2.4,41,0.5,15.9,35
C-313244,10651,UT,39.4124,-110.4867,6/8/2008,Shrubland,Shrubland,0-7,<1,3.24,3.7,366,0.9,0.16,1.42,0.8,0.6,2.55,0.2,41,4,23,<5,9.3,1.22,8.26,<0.01,0.03,1.14,16.5,15,0.73,182,0.92,0.47,5.7,7.4,530,12.7,55.3,0.04,0.59,4.9,<0.2,1.1,105,<0.1,6.3,0.12,0.4,1.8,34,0.7,13,38
C-313208,10975,UT,37.9178,-113.7809,6/24/2008,Shrubland,Shrubland,0-5,<1,5.47,3.3,700,2.5,0.18,0.51,N.D.,0.51,1.02,0.2,111,7.1,28,<5,11.3,2.13,15.7,0.02,0.03,2.58,58.8,20,0.39,514,1.67,1.47,15,8.8,590,29.4,143,0.02,0.68,5.1,<0.2,1.5,290,<0.1,21.4,0.22,0.7,3.6,54,1.3,24.7,48
C-313072,11003,UT,39.7594,-112.3811,6/21/2008,Shrubland,Shrubland,0-5,<1,3.46,3.7,444,1.2,0.09,1.64,1,0.6,3.71,0.1,36.2,5.3,20,<5,9.4,1.58,8.86,<0.01,<0.02,1.33,19.5,18,0.98,332,0.4,0.74,6,7.3,560,10.4,56.6,0.02,0.41,5.1,<0.2,0.8,264,<0.1,5.8,0.19,0.3,1.4,45,0.6,10.2,37
C-313503,11099,UT,38.2374,-111.9575,6/26/2008,Shrubland,Shrubland,0-5,<1,7.79,3.3,1030,1.6,0.26,1.13,N.D.,1.13,3.94,0.3,95.2,24.6,44,<5,31.6,4.94,19.8,0.02,0.07,1.99,45.4,21,1.7,1510,1.15,1.66,6.3,17.5,1480,24.4,67.4,0.03,0.65,20.2,<0.2,1.5,849,<0.1,8.5,0.46,0.3,1.8,181,0.9,25.8,99
C-313219,11311,UT,37.6529,-111.9889,7/4/2008,Shrubland,Shrubland,0-10,<1,2.88,4.8,391,1.1,0.11,1.41,1,0.4,2.89,0.3,64.6,6,16,<5,8,1.76,7.72,0.02,0.03,1.49,24.3,21,0.68,278,0.78,0.06,4.8,12.2,350,15.6,81.9,0.05,0.3,4.5,0.4,1,71.4,<0.1,10.6,0.12,0.5,2.1,32,0.4,15.2,42
C-313403,11323,UT,40.9234,-110.1107,6/15/2008,Shrubland,Shrubland,0-9,<1,3.95,2.7,373,1.3,0.16,5.43,0.1,5.3,0.3,0.3,42,6.9,31,<5,17,1.43,9.74,0.02,0.03,1.25,21.5,23,0.36,272,0.69,0.28,5.3,12.1,480,12.6,62.8,0.06,0.4,5.8,0.3,1.2,63.6,<0.1,7.1,0.13,0.4,1.9,47,0.5,10.7,55
C-313221,11515,UT,39.9406,-109.1695,6/16/2008,Shrubland,Shrubland,0-3,<1,6.11,18.6,1520,2,0.18,1.81,0.9,0.9,4.57,0.2,76.6,10.9,50,7,14.7,2.44,16.3,0.01,0.04,1.98,35.5,45,1.21,455,3.52,2.52,11,20.8,690,19.6,93.7,0.05,0.79,9.5,0.2,1.6,534,<0.1,7.8,0.23,0.5,1.9,59,0.8,15.3,57
C-313276,11579,UT,39.7406,-111.5094,6/19/2008,Shrubland,Shrubland,0-8,<1,6.35,5.9,743,2.2,0.37,4.49,0.1,4.4,1.99,0.5,74.3,10.4,44,7,24.7,3.02,17,0.03,0.05,2.01,37.9,44,0.91,915,1.05,0.73,11.7,16.1,1160,29.6,97.2,0.06,0.88,10.1,0.2,1.8,208,<0.1,12.8,0.27,0.6,1.9,72,1.4,22.4,89
C-313309,11675,UT,38.8675,-110.21,6/28/2008,Barren,Bare Rock/Sand/Clay,0-4,<1,1.83,1.7,904,0.5,0.08,2.19,1.6,0.6,6.38,0.2,24.1,1.9,16,<5,5.3,0.53,3.96,<0.01,<0.02,0.96,13.4,14,0.4,530,0.29,0.31,2.1,2.3,290,7.3,36.2,0.04,0.27,2.3,<0.2,0.4,122,<0.1,3.3,0.08,0.2,1.1,18,0.2,10,13
C-313413,11835,UT,41.2664,-112.1401,6/10/2008,Herbaceous Upland,Grasslands/Herbaceous,0-2,<1,3.34,3.8,403,1.5,0.17,3.28,0.4,2.9,1.87,0.4,43.9,5.9,29,<5,17.7,1.46,8.02,0.02,0.03,1.53,23.6,24,0.63,399,0.69,0.36,5.7,11.2,1270,15.9,67.4,0.04,0.64,5,<0.2,1.1,116,<0.1,6.6,0.12,0.4,1.4,41,0.7,14.5,49
C-313213,11867,UT,39.6774,-111.2573,6/19/2008,Forested Upland,Mixed Forest,0-18,<1,1.78,2.5,193,0.6,0.09,1.97,N.D.,1.97,0.22,0.6,22.5,4.1,21,<5,7.7,1.19,4.85,0.01,<0.02,0.59,10.8,14,0.15,301,0.43,0.11,2.4,7,340,11.5,34.6,0.03,0.38,2.4,<0.2,0.4,39.1,<0.1,3.9,0.07,0.2,1.2,23,0.3,5,39
C-313073,12027,UT,40.8705,-112.9939,6/12/2008,Shrubland,Shrubland,0-7,<1,4.1,6.8,604,1.4,0.21,4.01,2.7,1.3,9.46,0.5,45,6.1,27,5,14,1.58,10.3,0.01,0.03,1.64,23.8,54,2.21,519,0.87,0.78,8.4,12,890,15.9,81.4,0.05,0.71,5.6,<0.2,1.1,540,<0.1,7.8,0.2,0.4,2.1,41,1.3,15.6,55
C-313076,12123,UT,38.275,-111.0807,6/28/2008,Shrubland,Shrubland,0-15,<1,2.86,4.3,494,0.7,0.06,1.6,1.3,0.3,3.83,<0.1,22.2,3.3,11,<5,10.2,0.77,6.33,<0.01,<0.02,1.89,11.6,18,0.98,289,0.34,0.6,3.3,5.6,370,9.3,60.7,0.4,0.29,3,<0.2,0.6,242,<0.1,3.3,0.11,0.3,1.1,20,0.4,8.7,21
C-313318,12251,UT,37.266,-109.6755,7/1/2008,Shrubland,Shrubland,0-4,<1,1.77,1.3,225,0.6,0.05,1.49,0.7,0.8,3.27,<0.1,17.5,2,17,<5,4.8,0.55,3.6,<0.01,<0.02,0.98,9.3,11,0.47,143,0.18,0.3,1.6,4,180,6.1,31.7,0.02,0.2,2,<0.2,0.4,116,<0.1,2.7,0.06,0.2,1,16,0.2,4.8,13
C-313084,12255,UT,38.5996,-112.654,6/24/2008,Herbaceous Upland,Grasslands/Herbaceous,0-4,<1,5.39,5.9,606,1.7,0.23,2.74,0.9,1.8,4.68,0.4,79.9,13.5,36,6,21.4,2.72,14.3,0.01,0.04,2.01,35.8,34,1.15,986,0.8,0.85,12.6,19.5,1100,21.8,91.5,0.03,0.74,8.5,<0.2,1.5,263,<0.1,10.8,0.33,0.5,1.7,62,1.6,21.5,70
C-313416,12331,UT,37.278,-109.3793,7/1/2008,Shrubland,Shrubland,0-3,<1,3.11,2.5,586,0.8,0.11,0.78,0.5,0.3,1.74,0.1,37.3,4.2,11,<5,7.9,1.07,6.69,<0.01,<0.02,1.7,18.5,15,0.43,255,0.42,0.59,4,5.3,270,12.9,61.5,0.02,0.46,3.3,<0.2,0.7,204,<0.1,5.4,0.12,0.4,1.3,34,0.4,9.2,23
C-313320,12335,UT,38.5268,-112.8486,6/25/2008,Herbaceous Upland,Grasslands/Herbaceous,0-4,<1,7.38,2.1,757,2.6,0.14,1.38,N.D.,1.38,1.43,0.2,146,6.9,25,<5,19,2.43,19.3,0.02,0.04,3.5,72.1,21,0.67,687,1.09,2.69,29,7.8,1160,22.4,120,0.03,0.44,5.8,<0.2,2,349,<0.1,15.2,0.37,0.5,2.3,62,1.1,24.2,68
C-313508,12431,UT,41.8758,-113.0609,6/11/2008,Shrubland,Shrubland,0-6,<1,4.64,7.9,552,1.8,0.25,2.66,1.6,1.1,6.35,0.5,60,8.3,38,7,19.1,1.97,11.4,0.02,0.04,1.97,28.7,48,1.4,462,2.65,1.04,13.8,17.9,930,18.7,106,0.07,0.8,7.5,0.4,2,328,<0.1,11.4,0.21,0.7,2.5,55,1.7,21.5,61
C-313419,12443,UT,37.5411,-111.6405,7/4/2008,Shrubland,Shrubland,0-10,<1,2.36,4.6,477,0.8,0.08,1.98,1.6,0.4,4.05,0.3,44.1,4.6,21,<5,9.3,1.08,5.39,0.02,<0.02,1.11,23.8,18,1.28,231,0.54,0.06,3.5,10.4,430,11.4,47.5,0.02,0.51,3.4,<0.2,0.6,68.1,<0.1,6.7,0.1,0.3,1.9,40,0.3,11.6,34
C-313260,12591,UT,37.5477,-112.909,7/5/2008,Forested Upland,Deciduous Forest,0-7,<1,6.07,11.4,634,2,0.17,4.5,0.9,3.6,4.12,0.3,77.4,28.6,94,7,29.2,4.41,15.8,0.03,0.06,1.4,36.4,33,0.86,1020,1.12,0.47,14,46.5,1200,20.9,70,0.04,0.62,15.3,<0.2,1.6,114,<0.1,8.7,0.5,0.5,2,122,1.1,20.2,74
